#OPEN_EXPORT: 2023.05.05.1207
#Datum vytvoøení souboru: 14.02.2024 20:13
#Stažením publikovaných dat souhlasíte s podmínkami užití tìchto dat.

METADATA
Stanice ID;Jméno stanice;Zaèátek mìøení;Konec mìøení;Zemìpisná délka;Zemìpisná šíøka;Nadmoøská výška
P2VSEL01;Všelibice;01.04.2016;31.12.2023;14.950609;50.648954;392

PØÍSTROJE
Pøístroj;Zaèátek mìøení;Konec mìøení;Výška pøístroje [m]
Srážkomìr;01.04.2016;31.12.2023;1

PRVEK
Denní úhrn srážek [SRA.07:00, mm]

Popis:
Hodnota - hodnota prvku
Pøíznak - rozšiøující informace o hodnotì

Pøíznak;Popis
M;Úhrn mimoøádnì z manuálního srážkomìru
T;Nemìøitelné množství

DATA
Rok;Mìsíc;Den;Hodnota;Pøíznak
2019;04;29;10.7;
2019;04;30;0;
2019;05;1;.3;
2019;05;2;0;
2019;05;3;0;
2019;05;4;2;
2019;05;5;0;
2019;05;6;0;
2019;05;7;0;
2019;05;8;4.1;
2019;05;9;.9;
2019;05;10;.2;
2019;05;11;1.5;
2019;05;12;0;
2019;05;13;0;
2019;05;14;.3;
2019;05;15;9.3;
2019;05;16;0;
2019;05;17;0;
2019;05;18;0;
2019;05;19;0;
2019;05;20;4.1;
2019;05;21;6;
2019;05;22;4.5;
2019;05;23;0;
2019;05;24;0;
2019;05;25;0;
2019;05;26;0;
2019;05;27;12.1;
2019;05;28;2.9;
2019;05;29;0;
2019;05;30;0;
2019;05;31;0;
2019;06;1;0;
2019;06;2;0;
2019;06;3;0;
2019;06;4;6.9;
2019;06;5;0;
2019;06;6;9.7;
2019;06;7;0;
2019;06;8;0;
2019;06;9;0;
2019;06;10;4;
2019;06;11;0;
2019;06;12;3;
2019;06;13;0;
2019;06;14;0;
2019;06;15;2;
2019;06;16;3.4;
2019;06;17;0;
2019;06;18;0;
2019;06;19;1.8;
2019;06;20;1.8;
2019;06;21;0;
2019;06;22;0;
2019;06;23;0;
2019;06;24;0;
2019;06;25;0;
2019;06;26;0;
2019;06;27;0;
2019;06;28;0;
2019;06;29;0;
2019;06;30;0;
2019;07;1;0;
2019;07;2;0;
2019;07;3;0;
2019;07;4;0;
2019;07;5;0;
2019;07;6;0;
2019;07;7;0;
2019;07;8;.2;
2019;07;9;0;
2019;07;10;0;
2019;07;11;4.3;
2019;07;12;18.9;
2019;07;13;9.4;
2019;07;14;6.7;
2019;07;15;0;
2019;07;16;0;
2019;07;17;0;
2019;07;18;0;
2019;07;19;0;
2019;07;20;3.7;
2019;07;21;3.3;
2019;07;22;0;
2019;07;23;0;
2019;07;24;0;
2019;07;25;0;
2019;07;26;0;
2019;07;27;0;
2019;07;28;0;
2019;07;29;1.8;
2019;07;30;0;
2019;07;31;1.3;
2019;08;1;.9;
2019;08;2;0;
2019;08;3;1.3;
2019;08;4;4.2;
2019;08;5;.7;
2019;08;6;8.5;
2019;08;7;14.5;
2019;08;8;0;
2019;08;9;3.9;
2019;08;10;4;
2019;08;11;3.7;
2019;08;12;4.2;
2019;08;13;0;
2019;08;14;0;
2019;08;15;0;
2019;08;16;4.3;
2019;08;17;0;
2019;08;18;2.1;
2019;08;19;5.9;
2019;08;20;10;
2019;08;21;0;
2019;08;22;0;
2019;08;23;0;
2019;08;24;0;
2019;08;25;0;
2019;08;26;1;
2019;08;27;0;
2019;08;28;0;
2019;08;29;37.6;
2019;08;30;0;
2019;08;31;0;
2019;09;1;1.3;
2019;09;2;.7;
2019;09;3;0;
2019;09;4;0;
2019;09;5;0;
2019;09;6;.9;
2019;09;7;.4;
2019;09;8;20.6;
2019;09;9;6.5;
2019;09;10;0;
2019;09;11;0;
2019;09;12;0;
2019;09;13;0;
2019;09;14;0;
2019;09;15;0;
2019;09;16;3.7;
2019;09;17;2.2;
2019;09;18;0;
2019;09;19;0;
2019;09;20;0;
2019;09;21;0;
2019;09;22;0;
2019;09;23;0;
2019;09;24;0;
2019;09;25;.7;
2019;09;26;7.6;
2019;09;27;4.6;
2019;09;28;0;
2019;09;29;.3;
2019;09;30;4;
2019;10;1;4.4;
2019;10;2;2.5;
2019;10;3;1.1;
2019;10;4;4.5;
2019;10;5;5.5;
2019;10;6;0;
2019;10;7;0;
2019;10;8;16.5;
2019;10;9;4.5;
2019;10;10;6.1;
2019;10;11;0;
2019;10;12;0;
2019;10;13;0;
2019;10;14;0;
2019;10;15;.1;
2019;10;16;1.6;
2019;10;17;.2;
2019;10;18;3;
2019;10;19;0;
2019;10;20;0;
2019;10;21;0;
2019;10;22;0;
2019;10;23;0;
2019;10;24;0;
2019;10;25;0;
2019;10;26;0;
2019;10;27;2.1;
2019;10;28;0;
2019;10;29;0;
2019;10;30;0;
2019;10;31;0;
2019;11;1;8;
2019;11;2;1.7;
2019;11;3;5.7;
2019;11;4;.5;
2019;11;5;0;
2019;11;6;.7;
2019;11;7;0;
2019;11;8;1.2;
2019;11;9;11.7;
2019;11;10;.3;
2019;11;11;1;
2019;11;12;15.7;
2019;11;13;8.5;
2019;11;14;0;
2019;11;15;0;
2019;11;16;.7;
2019;11;17;0;
2019;11;18;8.2;
2019;11;19;0;
2019;11;20;.8;
2019;11;21;4.8;
2019;11;22;0;
2019;11;23;0;
2019;11;24;0;
2019;11;25;.2;
2019;11;26;.3;
2019;11;27;0;
2019;11;28;2.5;
2019;11;29;1;
2019;11;30;0;
2019;12;1;0;
2019;12;2;5.3;
2019;12;3;1.1;
2019;12;4;0;
2019;12;5;0;
2019;12;6;1.8;
2019;12;7;.7;
2019;12;8;2.5;
2019;12;9;1.1;
2019;12;10;0;
2019;12;11;0;T
2019;12;12;.3;
2019;12;13;.4;
2019;12;14;8.6;
2019;12;15;5.1;
2019;12;16;0;
2019;12;17;0;
2019;12;18;0;
2019;12;19;0;
2019;12;20;1.1;
2019;12;21;.5;
2019;12;22;.9;
2019;12;23;.7;
2019;12;24;5.6;
2019;12;25;3;
2019;12;26;.8;
2019;12;27;2.8;
2019;12;28;0;
2019;12;29;0;
2019;12;30;0;
2019;12;31;0;
2020;01;1;0;
2020;01;2;0;
2020;01;3;2.6;
2020;01;4;5.8;
2020;01;5;.4;
2020;01;6;0;
2020;01;7;0;
2020;01;8;4.5;
2020;01;9;3.5;
2020;01;10;1.5;
2020;01;11;0;
2020;01;12;0;
2020;01;13;0;
2020;01;14;0;
2020;01;15;0;
2020;01;16;0;
2020;01;17;.5;
2020;01;18;.5;
2020;01;19;2.3;
2020;01;20;0;
2020;01;21;0;
2020;01;22;.7;
2020;01;23;0;
2020;01;24;0;
2020;01;25;.1;
2020;01;26;.1;
2020;01;27;3;
2020;01;28;2.1;
2020;01;29;2.2;
2020;01;30;3.3;
2020;01;31;1.2;
2020;02;1;3.6;
2020;02;2;4.5;
2020;02;3;20.1;
2020;02;4;9;
2020;02;5;2.4;
2020;02;6;.6;
2020;02;7;.4;
2020;02;8;0;
2020;02;9;4.7;
2020;02;10;4.5;
2020;02;11;.8;
2020;02;12;0;
2020;02;13;2.9;
2020;02;14;1.5;
2020;02;15;0;
2020;02;16;.5;
2020;02;17;0;
2020;02;18;1;
2020;02;19;4.4;
2020;02;20;5.3;
2020;02;21;0;T
2020;02;22;3.6;
2020;02;23;20.2;
2020;02;24;2.9;
2020;02;25;2.8;
2020;02;26;3.5;
2020;02;27;2.3;
2020;02;28;3.3;
2020;02;29;3;
2020;03;1;0;
2020;03;2;.3;
2020;03;3;14.8;
2020;03;4;0;
2020;03;5;7.5;
2020;03;6;4;
2020;03;7;1;
2020;03;8;0;
2020;03;9;.5;
2020;03;10;10.6;
2020;03;11;5.3;
2020;03;12;4.3;
2020;03;13;1.1;
2020;03;14;0;
2020;03;15;0;
2020;03;16;0;
2020;03;17;0;
2020;03;18;0;
2020;03;19;0;
2020;03;20;1.1;
2020;03;21;0;
2020;03;22;0;
2020;03;23;0;
2020;03;24;0;
2020;03;25;0;
2020;03;26;0;
2020;03;27;0;
2020;03;28;0;
2020;03;29;.1;
2020;03;30;.2;
2020;03;31;0;
2020;04;1;0;
2020;04;2;0;
2020;04;3;0;
2020;04;4;0;
2020;04;5;0;
2020;04;6;0;
2020;04;7;0;
2020;04;8;0;
2020;04;9;0;
2020;04;10;0;
2020;04;11;0;
2020;04;12;0;
2020;04;13;2.2;
2020;04;14;0;
2020;04;15;0;
2020;04;16;0;
2020;04;17;0;
2020;04;18;0;
2020;04;19;0;
2020;04;20;0;
2020;04;21;0;
2020;04;22;0;
2020;04;23;0;
2020;04;24;0;
2020;04;25;0;
2020;04;26;0;
2020;04;27;0;
2020;04;28;0;
2020;04;29;11.5;
2020;04;30;1.9;
2020;05;1;5.4;
2020;05;2;8.7;
2020;05;3;0;T
2020;05;4;7.2;
2020;05;5;.3;
2020;05;6;0;
2020;05;7;0;
2020;05;8;0;
2020;05;9;0;
2020;05;10;6;
2020;05;11;10;
2020;05;12;0;
2020;05;13;1.5;
2020;05;14;0;
2020;05;15;0;
2020;05;16;0;
2020;05;17;0;
2020;05;18;0;
2020;05;19;0;
2020;05;20;0;
2020;05;21;0;
2020;05;22;7.7;
2020;05;23;8;
2020;05;24;10.2;
2020;05;25;9.2;
2020;05;26;0;
2020;05;27;1.7;
2020;05;28;0;
2020;05;29;0;
2020;05;30;0;
2020;05;31;0;
2020;06;1;0;
2020;06;2;0;
2020;06;3;0;
2020;06;4;5.3;
2020;06;5;1.7;
2020;06;6;1.4;
2020;06;7;3.8;
2020;06;8;0;
2020;06;9;0;
2020;06;10;5.6;
2020;06;11;0;
2020;06;12;5.1;
2020;06;13;8.7;
2020;06;14;10.3;
2020;06;15;0;
2020;06;16;0;
2020;06;17;0;
2020;06;18;20.4;
2020;06;19;24.1;
2020;06;20;3.8;
2020;06;21;.7;
2020;06;22;0;
2020;06;23;0;
2020;06;24;10.2;
2020;06;25;0;
2020;06;26;.8;
2020;06;27;3.7;
2020;06;28;8.3;
2020;06;29;0;
2020;06;30;0;
2020;07;1;0;
2020;07;2;30.7;
2020;07;3;0;
2020;07;4;0;
2020;07;5;0;
2020;07;6;.6;
2020;07;7;0;
2020;07;8;4;
2020;07;9;.2;
2020;07;10;0;
2020;07;11;0;
2020;07;12;0;
2020;07;13;0;
2020;07;14;0;
2020;07;15;2.4;
2020;07;16;1.6;
2020;07;17;0;
2020;07;18;0;
2020;07;19;0;
2020;07;20;0;
2020;07;21;0;
2020;07;22;0;
2020;07;23;0;
2020;07;24;0;
2020;07;25;0;
2020;07;26;10.1;
2020;07;27;0;
2020;07;28;0;
2020;07;29;0;
2020;07;30;0;
2020;07;31;0;
2020;08;1;0;
2020;08;2;10.5;
2020;08;3;6.2;
2020;08;4;.8;
2020;08;5;0;
2020;08;6;0;
2020;08;7;0;
2020;08;8;0;
2020;08;9;0;
2020;08;10;0;
2020;08;11;13.8;
2020;08;12;0;
2020;08;13;0;
2020;08;14;12.3;
2020;08;15;16.6;
2020;08;16;0;
2020;08;17;1;
2020;08;18;5;
2020;08;19;0;
2020;08;20;0;
2020;08;21;0;
2020;08;22;.5;
2020;08;23;.8;
2020;08;24;.6;
2020;08;25;0;
2020;08;26;0;
2020;08;27;0;
2020;08;28;15.5;
2020;08;29;.7;
2020;08;30;11.8;
2020;08;31;0;
2020;09;1;2.1;
2020;09;2;.9;
2020;09;3;.2;
2020;09;4;.8;
2020;09;5;6.6;
2020;09;6;0;
2020;09;7;0;
2020;09;8;0;
2020;09;9;0;
2020;09;10;0;
2020;09;11;0;
2020;09;12;0;
2020;09;13;0;
2020;09;14;0;
2020;09;15;0;
2020;09;16;0;
2020;09;17;0;
2020;09;18;0;
2020;09;19;0;
2020;09;20;0;
2020;09;21;0;
2020;09;22;0;
2020;09;23;0;
2020;09;24;.1;
2020;09;25;23.3;
2020;09;26;18.3;
2020;09;27;0;
2020;09;28;3.5;
2020;09;29;4.3;
2020;09;30;0;
2020;10;1;0;
2020;10;2;0;
2020;10;3;3;
2020;10;4;0;
2020;10;5;1;
2020;10;6;2.3;
2020;10;7;4;
2020;10;8;0;
2020;10;9;1.5;
2020;10;10;5.8;
2020;10;11;0;
2020;10;12;1.1;
2020;10;13;15.3;
2020;10;14;10.7;
2020;10;15;0;
2020;10;16;.8;
2020;10;17;.8;
2020;10;18;.6;
2020;10;19;0;
2020;10;20;0;
2020;10;21;0;
2020;10;22;0;
2020;10;23;5.9;
2020;10;24;0;
2020;10;25;0;
2020;10;26;1;
2020;10;27;0;
2020;10;28;.8;
2020;10;29;7;
2020;10;30;18;
2020;10;31;1.4;
2020;11;1;6;
2020;11;2;3.4;
2020;11;3;2.2;
2020;11;4;0;
2020;11;5;0;
2020;11;6;0;
2020;11;7;0;
2020;11;8;.4;
2020;11;9;.2;
2020;11;10;.2;
2020;11;11;0;T
2020;11;12;.2;
2020;11;13;0;
2020;11;14;0;
2020;11;15;2.4;
2020;11;16;.9;
2020;11;17;1.5;
2020;11;18;0;
2020;11;19;3.3;
2020;11;20;1;
2020;11;21;0;
2020;11;22;1.5;
2020;11;23;0;
2020;11;24;0;
2020;11;25;0;
2020;11;26;0;
2020;11;27;0;
2020;11;28;0;
2020;11;29;2.9;
2020;11;30;0;
2020;12;1;0;
2020;12;2;1.2;
2020;12;3;0;
2020;12;4;0;
2020;12;5;0;
2020;12;6;0;
2020;12;7;0;
2020;12;8;.4;
2020;12;9;0;
2020;12;10;0;
2020;12;11;0;
2020;12;12;0;
2020;12;13;0;
2020;12;14;0;
2020;12;15;0;
2020;12;16;0;
2020;12;17;.4;
2020;12;18;.2;
2020;12;19;0;
2020;12;20;.2;
2020;12;21;9;
2020;12;22;9.2;
2020;12;23;3.6;
2020;12;24;4;
2020;12;25;0;
2020;12;26;0;
2020;12;27;0;
2020;12;28;0;
2020;12;29;0;
2020;12;30;0;
2020;12;31;0;
2021;01;1;0;T
2021;01;2;10;
2021;01;3;3.5;
2021;01;4;.7;
2021;01;5;.7;
2021;01;6;3.7;
2021;01;7;1.5;
2021;01;8;1.6;
2021;01;9;.4;
2021;01;10;0;
2021;01;11;0;T
2021;01;12;13.5;
2021;01;13;10;
2021;01;14;2;
2021;01;15;2.7;
2021;01;16;.7;
2021;01;17;0;T
2021;01;18;2.9;
2021;01;19;6.6;
2021;01;20;0;
2021;01;21;0;
2021;01;22;.2;
2021;01;23;9.6;
2021;01;24;6.5;
2021;01;25;.6;
2021;01;26;.9;
2021;01;27;.8;
2021;01;28;6.5;
2021;01;29;11;
2021;01;30;0;
2021;01;31;0;
2021;02;1;0;
2021;02;2;1.7;
2021;02;3;8.5;
2021;02;4;0;
2021;02;5;.8;
2021;02;6;4.2;
2021;02;7;13;
2021;02;8;3.6;
2021;02;9;.3;
2021;02;10;.4;
2021;02;11;.7;
2021;02;12;.5;
2021;02;13;0;
2021;02;14;0;
2021;02;15;3.7;
2021;02;16;1.1;
2021;02;17;3.3;
2021;02;18;0;
2021;02;19;0;
2021;02;20;0;
2021;02;21;0;
2021;02;22;0;
2021;02;23;0;
2021;02;24;0;
2021;02;25;0;
2021;02;26;4.2;
2021;02;27;0;
2021;02;28;0;
2021;03;1;0;
2021;03;2;0;
2021;03;3;0;
2021;03;4;2.3;
2021;03;5;.2;
2021;03;6;0;
2021;03;7;.4;
2021;03;8;0;
2021;03;9;0;
2021;03;10;0;
2021;03;11;7;
2021;03;12;0;
2021;03;13;.4;
2021;03;14;.6;
2021;03;15;4.1;
2021;03;16;1.4;
2021;03;17;.2;
2021;03;18;2.3;
2021;03;19;1.1;
2021;03;20;0;
2021;03;21;3.5;
2021;03;22;0;
2021;03;23;.2;
2021;03;24;0;
2021;03;25;0;
2021;03;26;0;
2021;03;27;2.8;
2021;03;28;0;
2021;03;29;0;
2021;03;30;0;
2021;03;31;0;
2021;04;1;0;
2021;04;2;2.1;
2021;04;3;1.9;
2021;04;4;0;
2021;04;5;3.8;
2021;04;6;1.6;
2021;04;7;6.2;
2021;04;8;.5;
2021;04;9;0;
2021;04;10;.1;
2021;04;11;0;
2021;04;12;8;
2021;04;13;0;
2021;04;14;0;
2021;04;15;6.3;
2021;04;16;3.5;
2021;04;17;0;
2021;04;18;0;
2021;04;19;5.3;
2021;04;20;0;
2021;04;21;.2;
2021;04;22;0;
2021;04;23;0;
2021;04;24;0;
2021;04;25;0;
2021;04;26;0;
2021;04;27;0;
2021;04;28;0;
2021;04;29;1;
2021;04;30;12.1;
2021;05;1;15;
2021;05;2;5;
2021;05;3;0;
2021;05;4;.3;
2021;05;5;.5;
2021;05;6;8;
2021;05;7;1.8;
2021;05;8;0;
2021;05;9;0;
2021;05;10;0;
2021;05;11;0;
2021;05;12;3.5;
2021;05;13;3.6;
2021;05;14;1.8;
2021;05;15;13;
2021;05;16;0;
2021;05;17;4;
2021;05;18;6.1;
2021;05;19;1.8;
2021;05;20;2;
2021;05;21;.6;
2021;05;22;1.1;
2021;05;23;2.4;
2021;05;24;1;
2021;05;25;4.8;
2021;05;26;.2;
2021;05;27;2.5;
2021;05;28;.2;
2021;05;29;.9;
2021;05;30;0;
2021;05;31;0;
2021;06;1;0;
2021;06;2;0;
2021;06;3;0;
2021;06;4;0;
2021;06;5;2;
2021;06;6;0;
2021;06;7;0;
2021;06;8;0;
2021;06;9;0;
2021;06;10;4.9;
2021;06;11;.4;
2021;06;12;0;
2021;06;13;0;
2021;06;14;0;
2021;06;15;0;
2021;06;16;0;
2021;06;17;0;
2021;06;18;0;
2021;06;19;0;
2021;06;20;0;
2021;06;21;.8;
2021;06;22;8.8;
2021;06;23;16.4;
2021;06;24;.4;
2021;06;25;2.1;
2021;06;26;.6;
2021;06;27;0;
2021;06;28;0;
2021;06;29;43;
2021;06;30;0;
2021;07;1;10.5;
2021;07;2;3.8;
2021;07;3;0;
2021;07;4;0;
2021;07;5;.3;
2021;07;6;0;
2021;07;7;12;
2021;07;8;27.6;
2021;07;9;1.7;
2021;07;10;0;
2021;07;11;19.9;
2021;07;12;0;
2021;07;13;7.8;
2021;07;14;11.5;
2021;07;15;0;
2021;07;16;1.5;
2021;07;17;22.2;
2021;07;18;0;
2021;07;19;0;
2021;07;20;0;
2021;07;21;0;
2021;07;22;0;
2021;07;23;0;
2021;07;24;0;
2021;07;25;0;
2021;07;26;3.6;
2021;07;27;0;
2021;07;28;1.8;
2021;07;29;0;
2021;07;30;0;
2021;07;31;.8;
2021;08;1;7.4;
2021;08;2;11.5;
2021;08;3;9.2;
2021;08;4;1.2;
2021;08;5;.6;
2021;08;6;.6;
2021;08;7;22.1;
2021;08;8;.9;
2021;08;9;0;
2021;08;10;0;
2021;08;11;0;
2021;08;12;0;
2021;08;13;0;
2021;08;14;0;
2021;08;15;0;
2021;08;16;.7;
2021;08;17;0;
2021;08;18;.2;
2021;08;19;0;
2021;08;20;1.5;
2021;08;21;0;
2021;08;22;20;
2021;08;23;8.2;
2021;08;24;0;
2021;08;25;3.4;
2021;08;26;7.9;
2021;08;27;12.8;
2021;08;28;.4;
2021;08;29;.4;
2021;08;30;4.5;
2021;08;31;2.5;
2021;09;1;0;
2021;09;2;0;
2021;09;3;0;
2021;09;4;0;
2021;09;5;0;
2021;09;6;0;
2021;09;7;0;
2021;09;8;0;
2021;09;9;0;
2021;09;10;.5;
2021;09;11;2.7;
2021;09;12;1.7;
2021;09;13;0;
2021;09;14;0;
2021;09;15;0;
2021;09;16;1.8;
2021;09;17;1;
2021;09;18;.6;
2021;09;19;0;
2021;09;20;0;
2021;09;21;5;
2021;09;22;3;
2021;09;23;0;
2021;09;24;0;
2021;09;25;0;
2021;09;26;0;
2021;09;27;0;
2021;09;28;0;
2021;09;29;.8;
2021;09;30;0;
2021;10;1;0;
2021;10;2;0;
2021;10;3;0;
2021;10;4;0;
2021;10;5;13.7;
2021;10;6;.3;
2021;10;7;0;
2021;10;8;0;
2021;10;9;0;
2021;10;10;0;
2021;10;11;2.7;
2021;10;12;3;
2021;10;13;5.2;
2021;10;14;4.6;
2021;10;15;.9;
2021;10;16;0;
2021;10;17;0;
2021;10;18;0;
2021;10;19;.7;
2021;10;20;4.4;
2021;10;21;2.6;
2021;10;22;1.5;
2021;10;23;.4;
2021;10;24;0;
2021;10;25;0;
2021;10;26;0;
2021;10;27;0;
2021;10;28;0;
2021;10;29;0;
2021;10;30;0;
2021;10;31;0;
2021;11;1;18.6;
2021;11;2;.7;
2021;11;3;7.2;
2021;11;4;11.8;
2021;11;5;4.1;
2021;11;6;0;
2021;11;7;1;
2021;11;8;.8;
2021;11;9;0;
2021;11;10;0;
2021;11;11;0;
2021;11;12;0;
2021;11;13;0;
2021;11;14;0;
2021;11;15;0;
2021;11;16;0;
2021;11;17;1.3;
2021;11;18;4.5;
2021;11;19;1.3;
2021;11;20;0;
2021;11;21;1.2;
2021;11;22;0;
2021;11;23;.7;
2021;11;24;0;
2021;11;25;0;
2021;11;26;0;
2021;11;27;0;
2021;11;28;.8;
2021;11;29;1.2;
2021;11;30;7.2;
2021;12;1;6;
2021;12;2;0;
2021;12;3;.2;
2021;12;4;7.4;
2021;12;5;.5;
2021;12;6;0;
2021;12;7;0;
2021;12;8;0;
2021;12;9;9.6;
2021;12;10;0;
2021;12;11;0;
2021;12;12;.2;
2021;12;13;3.2;
2021;12;14;1.1;
2021;12;15;1.1;
2021;12;16;2;
2021;12;17;.2;
2021;12;18;.1;
2021;12;19;2.1;
2021;12;20;.2;
2021;12;21;1.7;
2021;12;22;0;
2021;12;23;9.1;
2021;12;24;4.4;
2021;12;25;0;
2021;12;26;0;
2021;12;27;0;
2021;12;28;6.6;
2021;12;29;3;
2021;12;30;3.1;
2021;12;31;1.9;
2022;01;1;0;
2022;01;2;2.2;
2022;01;3;9.7;
2022;01;4;10.7;
2022;01;5;6.1;
2022;01;6;0;
2022;01;7;1.5;
2022;01;8;1.2;
2022;01;9;4.6;
2022;01;10;0;
2022;01;11;0;
2022;01;12;0;
2022;01;13;0;
2022;01;14;.5;
2022;01;15;0;
2022;01;16;2.3;
2022;01;17;5.1;
2022;01;18;0;
2022;01;19;1.4;
2022;01;20;5.1;
2022;01;21;7;
2022;01;22;1.3;
2022;01;23;1;
2022;01;24;1;
2022;01;25;1.5;
2022;01;26;0;
2022;01;27;3.3;
2022;01;28;.9;
2022;01;29;5.1;
2022;01;30;1.5;
2022;01;31;4.6;
2022;02;1;12.5;
2022;02;2;5;
2022;02;3;2.9;
2022;02;4;.5;
2022;02;5;1.5;
2022;02;6;3.6;
2022;02;7;.3;
2022;02;8;1.5;
2022;02;9;.3;
2022;02;10;2.1;
2022;02;11;3.2;
2022;02;12;0;
2022;02;13;0;
2022;02;14;0;
2022;02;15;0;
2022;02;16;24.1;
2022;02;17;3;
2022;02;18;5.6;
2022;02;19;1.9;
2022;02;20;8.4;
2022;02;21;3.6;
2022;02;22;4.5;
2022;02;23;0;
2022;02;24;0;
2022;02;25;1.5;
2022;02;26;.6;
2022;02;27;0;
2022;02;28;0;
2022;03;1;0;
2022;03;2;0;
2022;03;3;0;
2022;03;4;.1;
2022;03;5;0;
2022;03;6;0;
2022;03;7;0;
2022;03;8;0;
2022;03;9;0;
2022;03;10;0;
2022;03;11;0;
2022;03;12;0;
2022;03;13;0;
2022;03;14;.2;
2022;03;15;7.7;
2022;03;16;0;
2022;03;17;0;
2022;03;18;0;
2022;03;19;0;
2022;03;20;0;
2022;03;21;0;
2022;03;22;0;
2022;03;23;0;
2022;03;24;0;
2022;03;25;0;
2022;03;26;0;
2022;03;27;0;
2022;03;28;0;
2022;03;29;0;
2022;03;30;5.5;
2022;03;31;0;
2022;04;1;0;
2022;04;2;0;
2022;04;3;0;
2022;04;4;11;
2022;04;5;5.5;
2022;04;6;0;
2022;04;7;7;
2022;04;8;7.5;
2022;04;9;2.5;
2022;04;10;2;
2022;04;11;0;
2022;04;12;0;
2022;04;13;0;
2022;04;14;.7;
2022;04;15;2.8;
2022;04;16;0;
2022;04;17;0;
2022;04;18;0;
2022;04;19;0;
2022;04;20;4.3;
2022;04;21;.3;
2022;04;22;0;
2022;04;23;0;
2022;04;24;12.3;
2022;04;25;0;
2022;04;26;0;
2022;04;27;0;
2022;04;28;0;
2022;04;29;0;
2022;04;30;0;
2022;05;1;0;
2022;05;2;.2;
2022;05;3;2;
2022;05;4;0;
2022;05;5;0;T
2022;05;6;0;
2022;05;7;0;
2022;05;8;0;
2022;05;9;0;
2022;05;10;0;
2022;05;11;0;
2022;05;12;0;
2022;05;13;0;
2022;05;14;0;
2022;05;15;0;
2022;05;16;14;
2022;05;17;8;
2022;05;18;0;
2022;05;19;0;
2022;05;20;8.5;
2022;05;21;0;
2022;05;22;0;
2022;05;23;0;
2022;05;24;2;
2022;05;25;.3;
2022;05;26;0;
2022;05;27;2.5;
2022;05;28;.3;
2022;05;29;0;
2022;05;30;2;
2022;05;31;0;
2022;06;1;0;
2022;06;2;0;
2022;06;3;4.6;
2022;06;4;0;
2022;06;5;6.7;
2022;06;6;0;
2022;06;7;7;
2022;06;8;0;
2022;06;9;0;
2022;06;10;0;
2022;06;11;0;
2022;06;12;2;
2022;06;13;2;
2022;06;14;0;
2022;06;15;0;
2022;06;16;0;
2022;06;17;0;
2022;06;18;0;
2022;06;19;0;
2022;06;20;1.3;
2022;06;21;0;
2022;06;22;0;
2022;06;23;0;
2022;06;24;24.1;
2022;06;25;.9;
2022;06;26;0;
2022;06;27;3.5;
2022;06;28;9.8;
2022;06;29;21.9;
2022;06;30;0;
2022;07;1;2.8;
2022;07;2;0;
2022;07;3;0;
2022;07;4;6.9;
2022;07;5;1.5;
2022;07;6;0;
2022;07;7;20.9;
2022;07;8;0;
2022;07;9;5.3;
2022;07;10;0;
2022;07;11;0;
2022;07;12;0;
2022;07;13;0;
2022;07;14;3.5;
2022;07;15;0;
2022;07;16;0;T
2022;07;17;0;
2022;07;18;0;
2022;07;19;0;
2022;07;20;0;
2022;07;21;0;
2022;07;22;0;
2022;07;23;0;
2022;07;24;0;
2022;07;25;0;
2022;07;26;0;
2022;07;27;0;T
2022;07;28;0;
2022;07;29;6.1;
2022;07;30;2.5;
2022;07;31;0;
2022;08;1;0;
2022;08;2;0;
2022;08;3;0;
2022;08;4;0;
2022;08;5;8.5;
2022;08;6;0;
2022;08;7;0;
2022;08;8;0;
2022;08;9;0;
2022;08;10;0;
2022;08;11;0;
2022;08;12;0;
2022;08;13;.1;
2022;08;14;0;
2022;08;15;14.5;
2022;08;16;0;
2022;08;17;0;
2022;08;18;0;
2022;08;19;0;
2022;08;20;7.7;
2022;08;21;.9;
2022;08;22;3.4;
2022;08;23;3.5;
2022;08;24;0;
2022;08;25;0;
2022;08;26;29.6;
2022;08;27;1;
2022;08;28;.3;
2022;08;29;0;
2022;08;30;0;
2022;08;31;0;
2022;09;1;0;
2022;09;2;0;
2022;09;3;0;
2022;09;4;0;
2022;09;5;0;
2022;09;6;.2;
2022;09;7;0;
2022;09;8;0;
2022;09;9;7.2;
2022;09;10;3.6;
2022;09;11;.2;
2022;09;12;0;
2022;09;13;0;
2022;09;14;15.1;
2022;09;15;0;
2022;09;16;.7;
2022;09;17;7;
2022;09;18;7.6;
2022;09;19;10.2;
2022;09;20;1;
2022;09;21;.4;
2022;09;22;0;
2022;09;23;0;
2022;09;24;0;
2022;09;25;14.8;
2022;09;26;1;
2022;09;27;5;
2022;09;28;2.6;
2022;09;29;0;
2022;09;30;0;
2022;10;1;6.4;
2022;10;2;7;
2022;10;3;3.9;
2022;10;4;0;
2022;10;5;0;
2022;10;6;.2;
2022;10;7;0;
2022;10;8;.1;
2022;10;9;0;
2022;10;10;0;
2022;10;11;0;
2022;10;12;0;
2022;10;13;0;
2022;10;14;.8;
2022;10;15;4.2;
2022;10;16;0;
2022;10;17;0;
2022;10;18;2.2;
2022;10;19;0;
2022;10;20;0;
2022;10;21;3.2;
2022;10;22;2.2;
2022;10;23;1;
